Coin,Price,1h,24h,7d,24h Volume,Mkt Cap,Graph
ASTA,$0.000324209793,-1.0%,0.0%,-68.2%,"$28,210.66",?,https://www.coingecko.com/coins/11123/sparkline
Alliance X Trading,$0.002197881905,?,?,?,?,?,https://www.coingecko.com/coins/11124/sparkline
LEVELG,$0.008521426874,8.5%,-15.9%,-20.5%,"$5,028.96",?,https://www.coingecko.com/coins/11134/sparkline
MangoChain,$0.002995067975,,2.1%,0.1%,"$21,988.39",?,https://www.coingecko.com/coins/11140/sparkline
Palace,$0.000017988200,?,?,?,?,?,https://www.coingecko.com/coins/11141/sparkline
YOUcash,$0.511211,0.0%,-0.0%,-0.1%,"$737,211",?,https://www.coingecko.com/coins/11152/sparkline
MNMCoin,$0.000000036164,0.0%,53.7%,88.1%,$5.05,?,https://www.coingecko.com/coins/11163/sparkline
LOA Protocol,$0.000958643427,0.4%,-15.7%,-4.3%,$636.96,?,https://www.coingecko.com/coins/11164/sparkline
Selenium,$0.006940574833,?,?,?,?,?,https://www.coingecko.com/coins/11169/sparkline
Darma Cash,$0.000013559815,?,?,?,?,?,https://www.coingecko.com/coins/11171/sparkline
MelonHeadSProtocol,$0.000792252915,?,?,?,?,?,https://www.coingecko.com/coins/11175/sparkline
FireAnts,$0.000000071853,0.0%,0.0%,0.0%,$0.000000000000,?,https://www.coingecko.com/coins/11179/sparkline
Pyrk,$0.000198701811,0.1%,-7.4%,-20.7%,$3.75,?,https://www.coingecko.com/coins/11183/sparkline
Crypto Holding Frank,$0.533426,0.2%,3.3%,3.4%,$48.88,?,https://www.coingecko.com/coins/11184/sparkline
r/FortNiteBR Bricks,$0.008213167811,0.1%,-1.9%,-9.7%,"$1,621.85",?,https://www.coingecko.com/coins/11223/sparkline
HXY Money,$0.000817852351,?,?,?,?,?,https://www.coingecko.com/coins/11225/sparkline
Seed2Need,$0.000011015489,?,?,?,?,?,https://www.coingecko.com/coins/11228/sparkline
OILage,$0.000299990375,,-0.2%,,$147.27,?,https://www.coingecko.com/coins/11232/sparkline
Pivx Lite,$0.007310464233,?,?,?,?,?,https://www.coingecko.com/coins/11272/sparkline
Attila,$0.002867750757,-2.2%,2.0%,6.8%,"$8,533.53",?,https://www.coingecko.com/coins/11337/sparkline
ZIMBOCASH,$0.009425575402,-0.3%,-1.8%,-5.5%,"$3,137.66",?,https://www.coingecko.com/coins/11340/sparkline
Nuvo Cash,$0.000025849876,?,?,?,?,?,https://www.coingecko.com/coins/11422/sparkline
Cryptorg,$0.039090964403,0.0%,-1.4%,-5.2%,"$3,044.52",?,https://www.coingecko.com/coins/11474/sparkline
Kepler Network,$0.000009904308,?,?,?,?,?,https://www.coingecko.com/coins/11534/sparkline
Pamp Network,$0.000097004364,?,?,?,?,?,https://www.coingecko.com/coins/11546/sparkline
Zelwin,$0.012464086015,1.3%,3.1%,-31.3%,"$36,095.47",?,https://www.coingecko.com/coins/11547/sparkline
BigBang Core,$0.002138038802,?,?,?,?,?,https://www.coingecko.com/coins/11551/sparkline
Paparazzi,$0.000007013531,?,?,?,?,?,https://www.coingecko.com/coins/11558/sparkline
BuyUCoin,$0.000023823476,?,?,?,?,?,https://www.coingecko.com/coins/11561/sparkline
Kevacoin,$0.000049432365,?,?,?,?,?,https://www.coingecko.com/coins/11571/sparkline
CNG Casino,$0.000000835188,,0.5%,12.2%,$0.000315970741,?,https://www.coingecko.com/coins/11573/sparkline
Ystar,$0.000010029369,?,?,?,?,?,https://www.coingecko.com/coins/11575/sparkline
Guapcoin,$0.010331256244,?,?,?,?,?,https://www.coingecko.com/coins/11592/sparkline
AurusGOLD,$55.00,?,?,?,?,?,https://www.coingecko.com/coins/11594/sparkline
HOMT,$0.000200015936,?,?,?,?,?,https://www.coingecko.com/coins/11597/sparkline
Bitgesell,$0.012456099395,?,?,?,?,?,https://www.coingecko.com/coins/11600/sparkline
Assemble Protocol,$0.013471948389,12.5%,10.8%,5.8%,"$496,686",?,https://www.coingecko.com/coins/11605/sparkline
Ravencoin Classic,$0.000024204337,1.4%,-2.0%,5.6%,"$11,597.79",?,https://www.coingecko.com/coins/11606/sparkline
GLEX,$0.000072809204,?,?,?,?,?,https://www.coingecko.com/coins/11609/sparkline
GM Holding,$0.000099929561,?,?,?,?,?,https://www.coingecko.com/coins/11612/sparkline
Rewardiqa,$0.000375819363,?,?,?,?,?,https://www.coingecko.com/coins/11614/sparkline
Aave ETH v1,"$1,215.51",0.0%,0.5%,-0.9%,$47.41,?,https://www.coingecko.com/coins/11619/sparkline
Bankroll Vault,$0.107294,?,?,?,?,?,https://www.coingecko.com/coins/11638/sparkline
Monnos,$0.000698123731,-4.7%,-5.5%,52.1%,$289.32,?,https://www.coingecko.com/coins/11640/sparkline
Defis,$0.000014420860,?,?,?,?,?,https://www.coingecko.com/coins/11643/sparkline
Gold Mining Members,$0.029405268851,1.4%,-4.3%,-6.7%,$83.71,?,https://www.coingecko.com/coins/11660/sparkline
Loon Network,$0.001748000879,1.0%,1.2%,-3.7%,"$14,883.85",?,https://www.coingecko.com/coins/11673/sparkline
Aave USDC v1,$1.00,0.0%,0.2%,-0.1%,$261.58,?,https://www.coingecko.com/coins/11674/sparkline
Stonk Swap,$0.102994,?,?,?,?,?,https://www.coingecko.com/coins/11690/sparkline
Insight Protocol,$0.000236041651,-0.0%,4.4%,1.2%,"$4,014.09",?,https://www.coingecko.com/coins/11694/sparkline
COST COIN+,$0.000023588990,?,?,?,?,?,https://www.coingecko.com/coins/11705/sparkline
WORLDPET,$0.000001912022,,0.0%,0.1%,$0.001912021715,?,https://www.coingecko.com/coins/11707/sparkline
Proof Of Liquidity,$0.017832979610,-0.8%,-2.2%,-10.6%,"$48,986.50",?,https://www.coingecko.com/coins/11716/sparkline
Aave SUSD v1,$1.00,0.0%,0.4%,-0.4%,$16.89,?,https://www.coingecko.com/coins/11723/sparkline
Aave TUSD v1,$0.998740,0.1%,0.5%,-0.9%,"$1,347.06",?,https://www.coingecko.com/coins/11724/sparkline
Aave USDT v1,$1.00,0.0%,0.1%,0.1%,$40.65,?,https://www.coingecko.com/coins/11725/sparkline
Aave BAT v1,$0.229853,0.0%,-0.4%,-0.7%,$2.42,?,https://www.coingecko.com/coins/11726/sparkline
Aave KNC v1,$0.658470,0.0%,4.6%,7.3%,$33.98,?,https://www.coingecko.com/coins/11727/sparkline
Aave LINK v1,$7.06,0.0%,-1.4%,14.2%,$539.83,?,https://www.coingecko.com/coins/11729/sparkline
Aave MANA v1,$0.405495,0.0%,2.5%,-3.8%,"$1,491.51",?,https://www.coingecko.com/coins/11730/sparkline
Aave MKR v1,$657.46,0.1%,1.9%,-3.2%,$0.000000000000,?,https://www.coingecko.com/coins/11731/sparkline
Aave SNX v1,$1.69,,0.4%,-4.3%,"$49,381.71",?,https://www.coingecko.com/coins/11733/sparkline
Aave WBTC v1,"$16,560.78",0.1%,0.5%,-1.9%,$38.66,?,https://www.coingecko.com/coins/11734/sparkline
Aave ZRX v1,$0.193493,,0.4%,1.5%,$0.000000000000,?,https://www.coingecko.com/coins/11735/sparkline
Aave BUSD v1,$1.00,0.1%,0.6%,0.1%,$0.000000000000,?,https://www.coingecko.com/coins/11736/sparkline
PowerBalt,$0.018747612880,?,?,?,?,?,https://www.coingecko.com/coins/11748/sparkline
Ripple Alpha,$0.000069988183,?,?,?,?,?,https://www.coingecko.com/coins/11763/sparkline
Bithachi,$0.000000277690,,13.3%,1.4%,$0.000555380513,?,https://www.coingecko.com/coins/11765/sparkline
Asko,$0.000855317600,-13.9%,1.6%,-21.9%,"$13,298.10",?,https://www.coingecko.com/coins/11773/sparkline
SmartX,$0.000379471849,?,?,?,?,?,https://www.coingecko.com/coins/11788/sparkline
Ormeus Cash,$0.000079994178,-0.0%,0.0%,-0.0%,$331.03,?,https://www.coingecko.com/coins/11798/sparkline
Lung Protocol,$0.000040172532,0.1%,2.7%,2.6%,$24.17,?,https://www.coingecko.com/coins/11799/sparkline
Catscoin,$0.000183828810,?,?,?,?,?,https://www.coingecko.com/coins/11801/sparkline
Rowan Coin,$0.000963995268,0.4%,-0.7%,9.4%,"$4,336.93",?,https://www.coingecko.com/coins/11812/sparkline
GLOBALTRUSTFUND,$0.000006000544,?,?,?,?,?,https://www.coingecko.com/coins/11817/sparkline
snglsDAO Governance,$0.000017603106,-0.0%,0.9%,-15.6%,$773.35,?,https://www.coingecko.com/coins/11823/sparkline
AmazonasCoin,$0.001177915755,?,?,?,?,?,https://www.coingecko.com/coins/11830/sparkline
Index Chain,$0.000651006098,?,?,?,?,?,https://www.coingecko.com/coins/11840/sparkline
Novem Gold,$66.23,0.2%,0.4%,-2.5%,"$1,190,431",?,https://www.coingecko.com/coins/11852/sparkline
BlockBase,$0.000366034799,?,?,?,?,?,https://www.coingecko.com/coins/11853/sparkline
INTEXCOIN,$0.000225029883,-0.0%,-0.1%,-48.8%,$4.11,?,https://www.coingecko.com/coins/11854/sparkline
BITICA COIN,$0.168719,?,?,?,?,?,https://www.coingecko.com/coins/11857/sparkline
LP-yCurve,$1.14,0.0%,0.0%,0.0%,$174.93,?,https://www.coingecko.com/coins/11858/sparkline
MOTIV Protocol,$0.003003234598,,-2.7%,-42.6%,$118.60,?,https://www.coingecko.com/coins/11869/sparkline
GrafenoCoin,$0.000000000100,?,?,?,?,?,https://www.coingecko.com/coins/11881/sparkline
TimeLockCoin,$0.000173923871,?,?,?,?,?,https://www.coingecko.com/coins/11882/sparkline
Ulgen Hash Power,$0.004966597784,?,?,?,?,?,https://www.coingecko.com/coins/11897/sparkline
LP-sCurve,$1.06,0.0%,0.0%,0.0%,$0.000000000000,?,https://www.coingecko.com/coins/11899/sparkline
IdleDAI (Best Yield),$1.09,0.0%,0.0%,0.0%,$0.000000000000,?,https://www.coingecko.com/coins/11901/sparkline
Limestone Network,$0.000084917277,?,?,?,?,?,https://www.coingecko.com/coins/11907/sparkline
SIMBA Storage,$0.021583022902,?,?,?,?,?,https://www.coingecko.com/coins/11908/sparkline
Antiample,$0.001057727494,?,?,?,?,?,https://www.coingecko.com/coins/11925/sparkline
LIBERTAS,$0.000610538433,?,?,?,?,?,https://www.coingecko.com/coins/11928/sparkline
IdleDAI (Risk Adjusted),$1.08,0.0%,0.0%,0.0%,$0.000000000000,?,https://www.coingecko.com/coins/11929/sparkline
IdleUSDC (Risk Adjusted),$1.08,0.0%,0.0%,0.0%,$0.000000000000,?,https://www.coingecko.com/coins/11930/sparkline
IdleUSDT (Risk Adjusted),$1.09,0.0%,0.0%,0.0%,$0.000000000000,?,https://www.coingecko.com/coins/11931/sparkline
IdleUSDC (Yield),$1.09,0.0%,0.0%,0.1%,$0.000000000000,?,https://www.coingecko.com/coins/11932/sparkline
IdleUSDT (Yield),$1.11,0.0%,0.0%,0.1%,$0.000000000000,?,https://www.coingecko.com/coins/11933/sparkline
IdleSUSD (Yield),$1.16,0.0%,0.0%,0.1%,$0.000000000000,?,https://www.coingecko.com/coins/11934/sparkline
IdleTUSD (Best Yield),$1.07,0.0%,0.0%,0.0%,$0.000000000000,?,https://www.coingecko.com/coins/11935/sparkline
IdleWBTC (Best Yield),"$16,602.39",0.0%,0.3%,-1.3%,$0.000000000000,?,https://www.coingecko.com/coins/11936/sparkline
USGold,$929.36,?,?,?,?,?,https://www.coingecko.com/coins/11952/sparkline
LP renBTC Curve,"$16,924.37",-0.0%,0.2%,-1.3%,$0.000000000000,?,https://www.coingecko.com/coins/11957/sparkline
Curve.fi renBTC/wBTC/sBTC,"$16,805.72",-0.1%,0.0%,-1.2%,$0.000000000000,?,https://www.coingecko.com/coins/11958/sparkline
eXciting Japan Coin,$0.006457749460,2.8%,2.9%,-0.9%,$0.291567,?,https://www.coingecko.com/coins/11963/sparkline
YAS,$0.011728083625,?,?,?,?,?,https://www.coingecko.com/coins/11975/sparkline
3X Long Tether Gold Token,"$4,970.71",?,?,?,?,?,https://www.coingecko.com/coins/11979/sparkline
3X Short Tether Gold Token,"$5,419.16",?,?,?,?,?,https://www.coingecko.com/coins/11980/sparkline
1X Short Exchange Token Index Token,$76.17,?,?,?,?,?,https://www.coingecko.com/coins/11985/sparkline
3X Long Swipe Token,$0.000000041568,?,?,?,?,?,https://www.coingecko.com/coins/11986/sparkline
1X Short Algorand Token,$48.49,?,?,?,?,?,https://www.coingecko.com/coins/11987/sparkline
0.5X Long Matic Token,"$89,068.69",?,?,?,?,?,https://www.coingecko.com/coins/11990/sparkline
0.5X Long Chainlink,"$12,210.00",?,?,?,?,?,https://www.coingecko.com/coins/11992/sparkline
0.5X Long Bitcoin,"$10,470.20",?,?,?,?,?,https://www.coingecko.com/coins/11996/sparkline
0.5X Long Ethereum,"$21,056.00",?,?,?,?,?,https://www.coingecko.com/coins/11998/sparkline
0.5X Long Ethereum Classic,"$20,717.00",?,?,?,?,?,https://www.coingecko.com/coins/11999/sparkline
0.5X Long EOS,"$4,613.25",?,?,?,?,?,https://www.coingecko.com/coins/12000/sparkline
0.5X Long Dogecoin,"$92,233.78",?,?,?,?,?,https://www.coingecko.com/coins/12002/sparkline
0.5X Long Cosmos,"$19,629.39",?,?,?,?,?,https://www.coingecko.com/coins/12007/sparkline
0.5X Long Altcoin Index,"$15,308.00",?,?,?,?,?,https://www.coingecko.com/coins/12008/sparkline
0.5X Long Algorand,"$9,427.01",?,?,?,?,?,https://www.coingecko.com/coins/12009/sparkline
3X Long DeFi Index,$0.003198179119,?,?,?,?,?,https://www.coingecko.com/coins/12010/sparkline
0.5X Long Cardano,"$25,869.12",?,?,?,?,?,https://www.coingecko.com/coins/12011/sparkline
3X Short DeFi Index,$0.000310926643,?,?,?,?,?,https://www.coingecko.com/coins/12012/sparkline
1X Short DeFi Index,$216.54,?,?,?,?,?,https://www.coingecko.com/coins/12014/sparkline
3X Long Privacy Index,$0.021627380463,?,?,?,?,?,https://www.coingecko.com/coins/12015/sparkline
3X Short Privacy Index,$0.005994275111,?,?,?,?,?,https://www.coingecko.com/coins/12016/sparkline
0.5X Long Privacy Index,"$8,288.89",?,?,?,?,?,https://www.coingecko.com/coins/12017/sparkline
1X Short Privacy Index,$355.30,?,?,?,?,?,https://www.coingecko.com/coins/12019/sparkline
0.5X Long Swipe,"$5,588.20",?,?,?,?,?,https://www.coingecko.com/coins/12021/sparkline
0.5X Long Kyber Network,"$7,316.43",?,?,?,?,?,https://www.coingecko.com/coins/12026/sparkline
0.5X Long XRP Token,"$13,023.50",?,?,?,?,?,https://www.coingecko.com/coins/12029/sparkline
3X Long VeChain,$0.000034113911,?,?,?,?,?,https://www.coingecko.com/coins/12035/sparkline
1X Short Swipe,$71.75,?,?,?,?,?,https://www.coingecko.com/coins/12036/sparkline
3X Short VeChain,$0.000001645065,?,?,?,?,?,https://www.coingecko.com/coins/12037/sparkline
1X Short VeChain,$90.31,?,?,?,?,?,https://www.coingecko.com/coins/12038/sparkline
Global Human Trust,$38.15,-0.0%,-0.0%,0.1%,"$12,857.14",?,https://www.coingecko.com/coins/12040/sparkline
Coin4Trade,$0.000270604236,?,?,?,?,?,https://www.coingecko.com/coins/12041/sparkline
1X Short Compound,$114.31,?,?,?,?,?,https://www.coingecko.com/coins/12043/sparkline
1X Short Theta Network,$20.71,?,?,?,?,?,https://www.coingecko.com/coins/12045/sparkline
1X Short Tezos,$71.65,?,?,?,?,?,https://www.coingecko.com/coins/12047/sparkline
1X Short Cosmos,$10.17,?,?,?,?,?,https://www.coingecko.com/coins/12048/sparkline
1X Short TomoChain,$12.94,?,?,?,?,?,https://www.coingecko.com/coins/12049/sparkline
3X Long Theta Network,$0.000319817912,?,?,?,?,?,https://www.coingecko.com/coins/12050/sparkline
1X Short Cardano,$9.66,?,?,?,?,?,https://www.coingecko.com/coins/12053/sparkline
1X Short Matic,$0.085663462959,?,?,?,?,?,https://www.coingecko.com/coins/12054/sparkline
1X Short Dogecoin,$0.405695,?,?,?,?,?,https://www.coingecko.com/coins/12055/sparkline
1X Short Chainlink,$13.23,?,?,?,?,?,https://www.coingecko.com/coins/12056/sparkline
1X Short OKB,$5.78,?,?,?,?,?,https://www.coingecko.com/coins/12057/sparkline
1X Short XRP,$52.21,?,?,?,?,?,https://www.coingecko.com/coins/12059/sparkline
1X Short TRX,$37.05,?,?,?,?,?,https://www.coingecko.com/coins/12060/sparkline
1X Short BNB,$6.65,?,?,?,?,?,https://www.coingecko.com/coins/12062/sparkline
3X Long Kyber Network,$0.000019415614,?,?,?,?,?,https://www.coingecko.com/coins/12064/sparkline
3X Long Balancer,$0.000015885537,?,?,?,?,?,https://www.coingecko.com/coins/12065/sparkline
3X Long Maker,$0.021093058672,?,?,?,?,?,https://www.coingecko.com/coins/12066/sparkline
3X Short Kyber Network,$0.000000489790,?,?,?,?,?,https://www.coingecko.com/coins/12068/sparkline
3X Short Balancer,$0.000000166737,?,?,?,?,?,https://www.coingecko.com/coins/12070/sparkline
3X Short Maker,$0.000002558162,?,?,?,?,?,https://www.coingecko.com/coins/12071/sparkline
3X Long Compound,$0.000000852848,?,?,?,?,?,https://www.coingecko.com/coins/12073/sparkline
3X Short Compound,$0.000000416843,?,?,?,?,?,https://www.coingecko.com/coins/12074/sparkline
Dionpay,$0.000013882742,?,?,?,?,?,https://www.coingecko.com/coins/12080/sparkline
Halving,$0.003969145505,?,?,?,?,?,https://www.coingecko.com/coins/12085/sparkline
PeerEx Network,$0.000260467589,9.0%,0.8%,0.9%,"$16,432.64",?,https://www.coingecko.com/coins/12091/sparkline
Blocery,$0.005161006714,0.8%,-1.6%,9.1%,"$332,235",?,https://www.coingecko.com/coins/12095/sparkline
Atlantis ATIS,$0.008188459039,?,?,?,?,?,https://www.coingecko.com/coins/12112/sparkline
SBET,$0.006039129598,?,?,?,?,?,https://www.coingecko.com/coins/12116/sparkline
WaykiChain Governance Coin,$0.003203798121,-0.1%,9.1%,8.8%,"$13,944.45",?,https://www.coingecko.com/coins/12118/sparkline
BIDR,$0.000063416084,0.1%,0.5%,0.0%,"$11,429,271",?,https://www.coingecko.com/coins/12121/sparkline
Defis Network,$1.08,?,?,?,?,?,https://www.coingecko.com/coins/12132/sparkline
ROR Universe,$0.001035473211,?,?,?,?,?,https://www.coingecko.com/coins/12133/sparkline
Aureus Nummus Gold,$0.001394247108,-6.7%,-1.2%,-62.3%,"$5,384.07",?,https://www.coingecko.com/coins/12134/sparkline
Schain Wallet,$0.000465937011,?,?,?,?,?,https://www.coingecko.com/coins/12135/sparkline
XFUEL,$0.000662337389,33.6%,0.3%,32.1%,$251.82,?,https://www.coingecko.com/coins/12136/sparkline
MixTrust,$0.000816144015,0.5%,-2.6%,-2.0%,"$331,896",?,https://www.coingecko.com/coins/12148/sparkline
Meter Stable,$0.680722,-0.9%,0.8%,-3.8%,"$9,198.75",?,https://www.coingecko.com/coins/12149/sparkline
AhaToken,$0.005173789918,-0.0%,-0.3%,-0.1%,"$7,485,168",?,https://www.coingecko.com/coins/12158/sparkline
Bestay,$0.006982624063,?,?,?,?,?,https://www.coingecko.com/coins/12166/sparkline
Tonestra,$0.000000023568,,13.3%,14.0%,$0.000036824888,?,https://www.coingecko.com/coins/12168/sparkline
Meter Governance mapped by Meter.io,$2.21,-0.5%,0.8%,-2.4%,"$14,529.15",?,https://www.coingecko.com/coins/12175/sparkline
Crypto Price Index,$0.000000000000,?,?,?,?,?,https://www.coingecko.com/coins/12178/sparkline
The Hash Speed,$0.003572321785,?,?,?,?,?,https://www.coingecko.com/coins/12184/sparkline
TriipMiles,$0.001386690797,-0.0%,-3.2%,62.5%,"$10,332.90",?,https://www.coingecko.com/coins/12185/sparkline
Ubiner,$0.000196702050,?,?,?,?,?,https://www.coingecko.com/coins/12190/sparkline
Realio Network,$0.024174408515,1.1%,-3.7%,-7.8%,"$194,734",?,https://www.coingecko.com/coins/12206/sparkline
PROXI DeFi,$0.003558883069,-0.1%,-0.6%,-4.4%,"$11,924.95",?,https://www.coingecko.com/coins/12212/sparkline
SPACE-iZ,$0.001157040690,0.4%,1.0%,-38.4%,$51.73,?,https://www.coingecko.com/coins/12213/sparkline
Pollux Coin,$1.35,0.0%,-5.7%,-9.2%,"$5,208.68",?,https://www.coingecko.com/coins/12222/sparkline
Libfx,$0.000487086328,0.8%,-42.4%,49.0%,$4.93,?,https://www.coingecko.com/coins/12225/sparkline
Algory,$0.043160165160,-0.1%,-1.9%,2.3%,$43.16,?,https://www.coingecko.com/coins/12231/sparkline
Anyswap,$4.21,-2.0%,10.7%,17.0%,"$944,126",?,https://www.coingecko.com/coins/12242/sparkline
PICK,$0.000002000937,?,?,?,?,?,https://www.coingecko.com/coins/12243/sparkline
Blaze Network,$0.036618986232,0.2%,0.5%,-0.1%,$0.136955,?,https://www.coingecko.com/coins/12248/sparkline
CEDARS,$0.680327,?,?,?,?,?,https://www.coingecko.com/coins/12255/sparkline
unified Stable Dollar,$0.575265,?,?,?,?,?,https://www.coingecko.com/coins/12259/sparkline
Organix,$0.003701553667,?,?,?,?,?,https://www.coingecko.com/coins/12269/sparkline
TriumphX,$0.000345058723,0.5%,-0.9%,-8.4%,"$48,986.79",?,https://www.coingecko.com/coins/12270/sparkline
Dipper Network,$0.002067572298,?,?,?,?,?,https://www.coingecko.com/coins/12272/sparkline
MiraQle,$0.001972001543,-0.2%,-2.3%,-7.3%,"$41,677.74",?,https://www.coingecko.com/coins/12278/sparkline
Epanus,$0.000191888729,?,?,?,?,?,https://www.coingecko.com/coins/12295/sparkline
Mini,$0.012967921858,0.1%,2.6%,6.3%,"$12,441.60",?,https://www.coingecko.com/coins/12298/sparkline
KIMCHI.finance,$0.000023390735,-0.1%,2.5%,4.0%,"$15,251.56",?,https://www.coingecko.com/coins/12302/sparkline
Pearl Finance,$8.05,0.1%,0.3%,-0.7%,"$15,778.70",?,https://www.coingecko.com/coins/12305/sparkline
AlphaLink,$0.000000000401,?,?,?,?,?,https://www.coingecko.com/coins/12308/sparkline
tBridge,$0.169808,-0.2%,4.3%,-11.6%,"$403,694",?,https://www.coingecko.com/coins/12310/sparkline
STABLE ASSET,$0.818704,0.2%,0.4%,-0.4%,"$2,467.77",?,https://www.coingecko.com/coins/12313/sparkline
ITEN,$0.000011015169,?,?,?,?,?,https://www.coingecko.com/coins/12314/sparkline
BLOCKMAX,$0.030105425704,0.7%,-0.7%,1.4%,"$4,127.38",?,https://www.coingecko.com/coins/12315/sparkline
San Diego Coin,$0.000851225622,?,?,?,?,?,https://www.coingecko.com/coins/12316/sparkline
TRONbetLive,$0.011986072542,0.4%,2.0%,-1.8%,$385.51,?,https://www.coingecko.com/coins/12323/sparkline
Archethic,$0.080430777944,-0.0%,0.7%,-0.0%,"$78,468.52",?,https://www.coingecko.com/coins/12330/sparkline
Upper Dollar,$0.013467713827,?,?,?,?,?,https://www.coingecko.com/coins/12332/sparkline
Omega Protocol Money,$0.000002000353,0.0%,-0.0%,100.0%,$6.00,?,https://www.coingecko.com/coins/12337/sparkline
Prime DAI,$0.000029005141,0.0%,3.4%,,$3.42,?,https://www.coingecko.com/coins/12338/sparkline
DeFi Bids,$0.007958423215,?,?,?,?,?,https://www.coingecko.com/coins/12344/sparkline
BlackHoleSwap-Compound DAI/USDC,$1.10,?,?,?,?,?,https://www.coingecko.com/coins/12347/sparkline
Salmon,$1.16,0.2%,0.6%,-6.2%,"$8,765.14",?,https://www.coingecko.com/coins/12349/sparkline
Upper Euro,$0.007494868244,?,?,?,?,?,https://www.coingecko.com/coins/12353/sparkline
Upper Pound,$0.009915950373,?,?,?,?,?,https://www.coingecko.com/coins/12357/sparkline
JackPool.finance,$32.17,-0.3%,2.4%,2.6%,"$558,992",?,https://www.coingecko.com/coins/12358/sparkline
CORN,$9.50,1.1%,3.0%,-1.1%,"$8,964.57",?,https://www.coingecko.com/coins/12360/sparkline
Universal Liquidity Union,$0.925518,0.1%,0.3%,9.7%,$21.19,?,https://www.coingecko.com/coins/12376/sparkline
Predix Network,$0.044390323802,?,?,?,?,?,https://www.coingecko.com/coins/12388/sparkline
VALOBIT,$0.011757285798,,3.3%,211.6%,"$7,147.15",?,https://www.coingecko.com/coins/12394/sparkline
